state,stateID,year,gini,public,noProfit,profit,private/public,noProfit/public,profit/public,elite,urban_rate,per_square_mile,migrate,health_insurance,white_percent,Employment,Population,total_tax,governor,houOe,Oenate,%member
Pennsylvania,39,2012,0.4642 ,425890,3987,291051,0.692756346,0.009361572,0.683394773,1,10.5,284,14297,0.097,74.9897,7284519,12815609,"32,949,917",R,R,R,13.4
Pennsylvania,39,2013,0.4696 ,419849,3966,288374,0.696297955,0.009446253,0.686851701,1,10.5,284,,0.097,74.9897,7350854,12846775,"33,965,626",R,R,R,12.7
Pennsylvania,39,2014,0.4686 ,413591,4171,285879,0.701296692,0.010084842,0.691211849,1,10.5,284,15060,0.086,74.9897,7434313,12880463,"34,192,869",R,R,R,12.7
Pennsylvania,39,2015,0.4685 ,409054,3970,285984,0.708840398,0.00970532,0.699135078,1,10.5,284,,0.063,74.9897,7510351,12898688,"36,110,311",D,R,R,13.3
Pennsylvania,39,2016,0.4689 ,406345,4117,281562,0.703045442,0.010131785,0.692913657,1,10.5,284,15622,0.058,74.9897,7593733,12918191,"37,394,589",D,R,R,12.1
Pennsylvania,39,2017,0.4777 ,400943,2137,284191,0.714136423,0.005329935,0.708806489,1,10.5,284,,0.055,74.9897,7662558,12945337,"38,397,150",D,R,R,12
Pennsylvania,39,2018,0.4747 ,392771,1453,287421,0.735476906,0.003699357,0.73177755,1,10.5,284,14836,0.056,74.9897,7764044,12980864,"40,709,545",D,R,R,12.5
Pennsylvania,39,2019,0.4745 ,389298,1399,284011,0.733140165,0.003593648,0.729546517,1,10.5,284,,0.057,74.9897,7774724,12991448,"43,132,450",D,R,R,12
Rhode Island,40,2010,0.4670 ,43224,0,48103,1.112877105,0,1.112877105,1,38.8,1018,5360,0.121,71.3445,586363,1054954,"2,568,759",R,D,D,16.4
Rhode Island,40,2011,0.4674 ,43254,0,47751,1.103967263,0,1.103967263,1,38.8,1018,,0.11,71.3445,591692,1058647,"2,713,283",O,D,D,17.4
Rhode Island,40,2012,0.4647 ,43204,0,46757,1.082237756,0,1.082237756,1,38.8,1018,5395,0.114,71.3445,592978,1063602,"2,868,188",O,D,D,17.8
Rhode Island,40,2013,0.4769 ,42786,0,46480,1.086336652,0,1.086336652,1,38.8,1018,,0.12,71.3445,602429,1068168,"2,940,433",D,D,D,16.9
Rhode Island,40,2014,0.4827 ,42765,0,46284,1.082286917,0,1.082286917,1,38.8,1018,5787,0.071,71.3445,613133,1073041,"2,974,435",D,D,D,15.1
Rhode Island,40,2015,0.4732 ,41320,0,46330,1.12124879,0,1.12124879,1,38.8,1018,,0.052,71.3445,627028,1077348,"3,165,635",D,D,D,14.2
Rhode Island,40,2016,0.4781 ,41369,0,46919,1.134158428,0,1.134158428,1,38.8,1018,6149,0.042,71.3445,633501,1082251,"3,245,562",D,D,D,15.4
Rhode Island,40,2017,0.4722 ,41018,0,46285,1.128407041,0,1.128407041,1,38.8,1018,,0.045,71.3445,639095,1084914,"3,266,663",D,D,D,16.1
Rhode Island,40,2018,0.4700 ,40082,0,44836,1.118606856,0,1.118606856,1,38.8,1018,5944,0.04,71.3445,648805,1091751,"3,358,594",D,D,D,17.3
Rhode Island,40,2019,0.4628 ,39763,0,43910,1.104292936,0,1.104292936,1,38.8,1018,,0.043,71.3445,651014,1094524,"3,612,575",D,D,D,17.4
South Carolina,41,2010,0.4610 ,204047,4494,31004,0.173969723,0.022024338,0.151945385,0,7.9,154,5810,0.177,63.368,2357627,4633890,"7,242,724",R,R,R,4.6
South Carolina,41,2011,0.4648 ,206695,4340,31383,0.172829531,0.020997121,0.15183241,0,7.9,154,,0.169,63.368,2427409,4662785,"7,705,772",R,R,R,3.4
South Carolina,41,2012,0.4684 ,207020,4096,30896,0.169027147,0.019785528,0.149241619,0,7.9,154,6512,0.167,63.368,2453282,4701074,"8,062,639",R,R,R,3.3
South Carolina,41,2013,0.4665 ,205879,3906,32151,0.175136852,0.018972309,0.156164543,0,7.9,154,,0.158,63.368,2500792,4740306,"8,843,108",R,R,R,3.7
South Carolina,41,2014,0.4687 ,204078,3557,32507,0.176716746,0.01742961,0.159287135,0,7.9,154,6513,0.136,63.368,2564448,4792246,"9,004,192",R,R,R,2.1
South Carolina,41,2015,0.4698 ,201444,3363,33059,0.180804591,0.016694466,0.164110125,0,7.9,154,,0.108,63.368,2636738,4852678,"9,598,478",R,R,R,2.1
South Carolina,41,2016,0.4735 ,200295,3321,33430,0.183484361,0.016580544,0.166903817,0,7.9,154,6264,0.099,63.368,2700086,4910768,"9,457,330",R,R,R,1.6
South Carolina,41,2017,0.4795 ,200622,3480,32853,0.181101773,0.017346054,0.16375572,0,7.9,154,,0.111,63.368,2759410,4965753,"9,793,497",R,R,R,2.6
South Carolina,41,2018,0.4762 ,196525,627,35514,0.183900267,0.003190434,0.180709833,0,7.9,154,6460,0.105,63.368,2843727,5021059,"10,530,212",R,R,R,2.7
South Carolina,41,2019,0.4747 ,197809,612,35529,0.18270655,0.003093894,0.179612657,0,7.9,154,,0.108,63.368,2882927,5077543,"11,221,043",R,R,R,2.2
South Dakota,42,2010,0.4420 ,41369,0,5356,0.129468926,0,0.129468926,0,0.3,11,830,0.119,80.677,558135,816078,"1,321,228",R,R,R,5.6
South Dakota,42,2011,0.4324 ,41780,0,6095,0.145883198,0,0.145883198,0,0.3,11,,0.116,80.677,566480,823160,"1,380,051",R,R,R,5.1
South Dakota,42,2012,0.4335 ,42427,0,6103,0.143847079,0,0.143847079,0,0.3,11,1311,0.107,80.677,574966,832800,"1,521,928",R,R,R,5.6
South Dakota,42,2013,0.4427 ,42527,0,6068,0.142685823,0,0.142685823,0,0.3,11,,0.125,80.677,581384,841206,"1,533,573",R,R,R,4.7
South Dakota,42,2014,0.4468 ,42540,0,6079,0.142900799,0,0.142900799,0,0.3,11,1225,0.1,80.677,589296,847634,"1,608,496",R,R,R,4.9
South Dakota,42,2015,0.4436 ,42756,0,6269,0.146622696,0,0.146622696,0,0.3,11,,0.112,80.677,592591,852134,"1,674,108",R,R,R,5.9
South Dakota,42,2016,0.4495 ,42862,0,6450,0.150482945,0,0.150482945,0,0.3,11,1576,0.083,80.677,597324,860650,"1,840,434",R,R,R,5.2
South Dakota,42,2017,0.4488 ,44433,0,6250,0.14066122,0,0.14066122,0,0.3,11,,0.092,80.677,601286,870163,"1,828,426",R,R,R,5.3
South Dakota,42,2018,0.4445 ,43704,0,6516,0.149093904,0,0.149093904,0,0.3,11,1648,0.094,80.677,610122,875300,"1,917,548",R,R,R,5.6
South Dakota,42,2019,0.4360 ,43468,1866,6301,0.187885341,0.042928131,0.14495721,0,0.3,11,,0.096,80.677,610822,882507,"1,940,415",R,R,R,5.6
Tennessee,43,2010,0.4680 ,242486,1659,61057,0.258637612,0.006841632,0.25179598,0,7,154,1279,0.144,72.219,3515804,6356320,"10,513,788",D,R,R,4.7
Tennessee,43,2011,0.4756 ,241917,1511,65822,0.278330998,0.006245944,0.272085054,0,7,154,,0.149,72.219,3589041,6404344,"11,397,010",R,R,R,4.6
Tennessee,43,2012,0.4732 ,235010,832,66971,0.288511127,0.003540275,0.284970852,0,7,154,1183,0.139,72.219,3635195,6463111,"11,380,078",R,R,R,4.8
Tennessee,43,2013,0.4783 ,229302,858,77049,0.339757176,0.00374179,0.336015386,0,7,154,,0.14,72.219,3688630,6507640,"11,727,736",R,R,R,6.1
Tennessee,43,2014,0.4811 ,224033,645,79173,0.35627787,0.00287904,0.35339883,0,7,154,1729,0.119,72.219,3772332,6558710,"11,806,329",R,R,R,5.1
Tennessee,43,2015,0.4789 ,223411,507,79313,0.357278737,0.00226936,0.355009377,0,7,154,,0.103,72.219,3859507,6612901,"12,698,496",R,R,R,5.4
Tennessee,43,2016,0.4790 ,221288,459,81155,0.368813492,0.00207422,0.366739272,0,7,154,1872,0.091,72.219,3951854,6672356,"13,386,169",R,R,R,5.7
Tennessee,43,2017,0.4822 ,223179,207,81139,0.364487698,0.000927507,0.363560192,0,7,154,,0.094,72.219,4033801,6739437,"13,893,728",R,R,R,5.7
Tennessee,43,2018,0.4778 ,225281,2939,80754,0.371504921,0.013045929,0.358458991,0,7,154,2556,0.102,72.219,4120207,6806545,"15,743,880",R,R,R,5.5
Tennessee,43,2019,0.4749 ,226346,2843,79157,0.362277222,0.012560416,0.349716805,0,7,154,,0.102,72.219,4168956,6862378,"16,450,938",R,R,R,4.5
Texas,44,2010,0.4690 ,1282569,532,119042,0.093230072,0.000414792,0.092815279,0,3.3,96,-9529,0.239,50.1256,14262558,25238863,"39,516,186",R,R,R,5.4
Texas,44,2011,0.4771 ,1317271,514,126306,0.096274798,0.000390201,0.095884598,0,3.3,96,,0.231,50.1256,14681432,25630063,"43,146,096",R,R,R,5.2
Texas,44,2012,0.4767 ,1313834,450,127208,0.097164482,0.000342509,0.096821973,0,3.3,96,-9964,0.225,50.1256,15095912,26055816,"47,991,110",R,R,R,5.7
Texas,44,2013,0.4807 ,1336269,2019,127057,0.096594323,0.001510923,0.0950834,0,3.3,96,,0.22,50.1256,15529989,26438164,"51,801,013",R,R,R,4.8
Texas,44,2014,0.4827 ,1352924,2968,128237,0.09697884,0.002193767,0.094785073,0,3.3,96,-9601,0.191,50.1256,16000512,26907878,"55,146,619",R,R,R,4.8
Texas,44,2015,0.4823 ,1368708,3057,129728,0.097014849,0.002233493,0.094781356,0,3.3,96,,0.17,50.1256,16414591,27399070,"55,086,438",R,R,R,4.5
Texas,44,2016,0.4800 ,1411798,643,131505,0.093602626,0.000455448,0.093147178,0,3.3,96,-11098,0.166,50.1256,16683310,27830020,"52,132,817",R,R,R,4
Texas,44,2017,0.4781 ,1438504,2041,134230,0.094731054,0.001418835,0.093312219,0,3.3,96,,0.174,50.1256,17102378,28192251,"53,612,926",R,R,R,4.7
Texas,44,2018,0.4822 ,1458406,649,134011,0.092333685,0.000445006,0.091888678,0,3.3,96,-12580,0.177,50.1256,17606363,28510878,"60,328,843",R,R,R,4.3
Texas,44,2019,0.4753 ,1468839,605,134248,0.091809245,0.00041189,0.091397355,0,3.3,96,,0.184,50.1256,17902704,28857754,"63,314,370",R,R,R,4
Utah,45,2010,0.4190 ,171735,1740,61310,0.367135412,0.010131889,0.357003523,0,1.1,34,5060,0.155,78.6588,1620799,2776094,"5,237,427",R,R,R,6.5
Utah,45,2011,0.4249 ,171792,1537,70416,0.418837897,0.008946866,0.409891031,0,1.1,34,,0.151,78.6588,1664426,2818261,"5,516,864",R,R,R,5.8
Utah,45,2012,0.4244 ,171001,7957,81270,0.52179227,0.046531892,0.475260379,0,1.1,34,5434,0.14,78.6588,1706060,2860480,"5,809,955",R,R,R,5.2
Utah,45,2013,0.4259 ,168311,1237,88222,0.531510121,0.00734949,0.524160631,0,1.1,34,,0.134,78.6588,1753371,2908068,"6,328,912",R,R,R,3.9
Utah,45,2014,0.4283 ,167716,1135,100681,0.607073863,0.006767392,0.60030647,0,1.1,34,4989,0.124,78.6588,1803953,2950652,"6,312,489",R,R,R,3.7
Utah,45,2015,0.4252 ,171225,1029,117081,0.689794131,0.006009636,0.683784494,0,1.1,34,,0.107,78.6588,1865926,2999092,"6,703,356",R,R,R,3.9
Utah,45,2016,0.4263 ,175308,1297,131568,0.757894677,0.007398407,0.750496269,0,1.1,34,5169,0.085,78.6588,1933142,3063043,"7,082,961",R,R,R,4.7
Utah,45,2017,0.4225 ,180034,1345,147622,0.827438151,0.007470811,0.81996734,0,1.1,34,,0.09,78.6588,1995156,3125784,"7,882,783",R,R,R,3.9
Utah,45,2018,0.4269 ,183949,1222,171607,0.939548462,0.006643146,0.932905316,0,1.1,34,6002,0.09,78.6588,2069443,3180896,"9,365,418",R,R,R,4.1
Utah,45,2019,0.4268 ,189351,2391,186650,0.998362829,0.012627343,0.985735486,0,1.1,34,,0.096,78.6588,2102910,3232701,"9,918,773",R,R,R,4.4
Vermont,46,2010,0.4440 ,27524,0,17887,0.649869205,0,0.649869205,0,1.7,68,2660,0.078,89.8417,413312,626360,"2,511,387",R,D,D,11.8
Vermont,46,2011,0.4308 ,27132,0,17944,0.661359281,0,0.661359281,0,1.7,68,,0.073,89.8417,416949,629582,"2,687,926",D,D,D,12
Vermont,46,2012,0.4392 ,26501,517,18135,0.703822497,0.019508698,0.684313799,0,1.7,68,2801,0.066,89.8417,421809,630661,"2,731,036",D,D,D,10.7
Vermont,46,2013,0.4537 ,25852,462,17592,0.698359895,0.017870958,0.680488937,0,1.7,68,,0.07,89.8417,425029,632824,"2,850,183",D,D,D,10.9
Vermont,46,2014,0.4406 ,25643,422,18289,0.729672815,0.016456733,0.713216082,0,1.7,68,2786,0.047,89.8417,428938,633827,"2,962,531",D,D,D,11.1
Vermont,46,2015,0.4452 ,25383,379,18565,0.746326281,0.014931253,0.731395028,0,1.7,68,,0.039,89.8417,432508,635874,"3,043,152",D,D,D,12.5
Vermont,46,2016,0.4539 ,25736,300,19323,0.762472801,0.011656823,0.750815978,0,1.7,68,3026,0.036,89.8417,433778,636342,"3,117,428",D,D,D,11.5
Vermont,46,2017,0.4525 ,24153,144,19011,0.793069184,0.005961992,0.787107192,0,1.7,68,,0.042,89.8417,436289,639061,"3,157,314",R,D,D,11
Vermont,46,2018,0.4473 ,25197,73,16899,0.673572251,0.00289717,0.67067508,0,1.7,68,2525,0.041,89.8417,438071,640667,"3,326,560",R,D,D,10.5
Vermont,46,2019,0.4471 ,25131,58,16337,0.652381521,0.002307907,0.650073614,0,1.7,68,,0.044,89.8417,433933,641838,"3,493,747",R,D,D,11.3
Virginia,47,2010,0.4590 ,409004,16911,104275,0.296295391,0.041346784,0.254948607,0,6.7,203,2619,0.129,60.3478,4743189,8025030,"16,411,055",R,R,D,4.6
Virginia,47,2011,0.4632 ,413761,17597,111850,0.312854522,0.042529383,0.270325139,0,6.7,203,,0.125,60.3478,4802678,8107628,"17,416,204",R,R,D,4.6
Virginia,47,2012,0.4661 ,409753,14640,121908,0.333244662,0.035728842,0.297515821,0,6.7,203,4719,0.125,60.3478,4856886,8196915,"18,144,897",R,R,R,4.4
Virginia,47,2013,0.4672 ,405915,15576,125791,0.348267494,0.038372566,0.309894929,0,6.7,203,,0.124,60.3478,4898765,8269638,"19,186,853",R,R,R,5
Virginia,47,2014,0.4658 ,399359,17689,130043,0.369922801,0.04429348,0.325629321,0,6.7,203,4217,0.109,60.3478,4953354,8333578,"18,930,418",D,R,D,4.9
Virginia,47,2015,0.4681 ,394210,17488,130932,0.376499835,0.044362142,0.332137693,0,6.7,203,,0.093,60.3478,5060290,8389864,"20,536,885",D,R,R,5.4
Virginia,47,2016,0.4705 ,389446,14160,127523,0.363806535,0.036359341,0.327447194,0,6.7,203,3336,0.088,60.3478,5156641,8444688,"21,213,280",D,R,R,4.3
Virginia,47,2017,0.4674 ,389249,13582,127073,0.361349676,0.034892832,0.326456844,0,6.7,203,,0.088,60.3478,5229033,8502578,"22,202,326",D,R,R,4.6
Virginia,47,2018,0.4754 ,384879,14759,130396,0.377144505,0.038347117,0.338797388,0,6.7,203,3206,0.087,60.3478,5298892,8547016,"24,315,846",D,R,R,4.3
Virginia,47,2019,0.4690 ,384393,14103,136593,0.392036275,0.036689014,0.355347262,0,6.7,203,,0.08,60.3478,5327163,8597339,"27,076,451",D,R,R,4
Washington,48,2010,0.4410 ,330248,1798,40112,0.126904629,0.005444393,0.121460236,0,3.6,101,-2383,0.142,66.5897,3771444,6743597,"16,106,154",D,D,D,19.4
Washington,48,2011,0.4449 ,316365,3489,39840,0.136958892,0.011028401,0.125930492,0,3.6,101,,0.141,66.5897,3814305,6830460,"17,411,033",D,D,D,18.9
Washington,48,2012,0.4498 ,310798,3025,39472,0.136735114,0.00973301,0.127002104,0,3.6,101,-2097,0.138,66.5897,3909210,6904030,"17,624,715",D,D,D,18.5
Washington,48,2013,0.4572 ,310192,2595,39589,0.135993191,0.008365786,0.127627405,0,3.6,101,,0.141,66.5897,3991724,6974173,"18,787,187",D,D,R,18.9
Washington,48,2014,0.4542 ,312523,2425,39372,0.133740557,0.007759429,0.125981128,0,3.6,101,-2136,0.092,66.5897,4094309,7068026,"19,447,899",D,D,R,16.8
Washington,48,2015,0.4561 ,314506,839,40895,0.132696991,0.002667676,0.130029316,0,3.6,101,,0.065,66.5897,4199112,7180454,"20,644,454",D,D,R,16.8
Washington,48,2016,0.4591 ,315356,0,42163,0.133699692,0,0.133699692,0,3.6,101,-1401,0.059,66.5897,4313687,7315935,"22,280,088",D,D,R,17.4
Washington,48,2017,0.4561 ,318336,0,41383,0.129997864,0,0.129997864,0,3.6,101,,0.061,66.5897,4431999,7446807,"23,995,147",D,D,R,18.7
Washington,48,2018,0.4574 ,319377,0,41428,0.129715039,0,0.129715039,0,3.6,101,-1228,0.065,66.5897,4538137,7548537,"26,579,324",D,D,D,19.8
Washington,48,2019,0.4577 ,315652,0,40847,0.129405168,0,0.129405168,0,3.6,101,,0.066,66.5897,4593480,7638689,"27,992,437",D,D,D,18.8
West Virginia,49,2010,0.4510 ,91410,0,6609,0.072300624,0,0.072300624,0,2.7,77,4182,0.146,89.7996,899472,1854409,"4,803,704",D,D,D,14.8
West Virginia,49,2011,0.4721 ,91087,0,6471,0.071041971,0,0.071041971,0,2.7,77,,0.154,89.7996,909035,1857326,"5,210,925",D,D,D,13.8
West Virginia,49,2012,0.4638 ,88452,0,6900,0.078008411,0,0.078008411,0,2.7,77,4620,0.142,89.7996,918927,1858745,"5,285,773",D,D,D,12
West Virginia,49,2013,0.4647 ,86085,55422,7740,0.733716675,0.643805541,0.089911134,0,2.7,77,,0.135,89.7996,913619,1856642,"5,389,952",D,D,D,12.7
West Virginia,49,2014,0.4546 ,83510,57539,7908,0.783702551,0.689007305,0.094695246,0,2.7,77,4190,0.089,89.7996,911516,1853014,"5,386,588",D,D,D,10.6
West Virginia,49,2015,0.4581 ,85287,52361,7917,0.706766565,0.613938818,0.092827746,0,2.7,77,,0.055,89.7996,904242,1846341,"5,565,985",D,R,R,12.4
West Virginia,49,2016,0.4711 ,84016,48623,7793,0.671491145,0.578735003,0.092756142,0,2.7,77,3798,0.049,89.7996,890217,1835998,"5,212,967",D,R,R,11.8
West Virginia,49,2017,0.4686 ,82800,46420,7539,0.651678744,0.560628019,0.091050725,0,2.7,77,,0.058,89.7996,889027,1822785,"5,092,879",D,R,R,11
West Virginia,49,2018,0.4742 ,80594,46088,7373,0.663337221,0.571853984,0.091483237,0,2.7,77,3619,0.062,89.7996,897525,1810588,"5,443,291",R,R,R,10
West Virginia,49,2019,0.4644 ,80809,45249,6966,0.646153275,0.559950006,0.086203269,0,2.7,77,,0.066,89.7996,881303,1800430,"5,792,317",R,R,R,10.2
Wisconsin,50,2010,0.4300 ,301212,0,61328,0.203604106,0,0.203604106,0,3.5,105,1733,0.096,80.383,3426438,5691995,"14,368,569",D,D,D,14.2
Wisconsin,50,2011,0.4370 ,296795,6987,60340,0.226846813,0.023541502,0.203305312,0,3.5,105,,0.092,80.383,3474418,5713164,"15,347,327",R,R,R,13.3
Wisconsin,50,2012,0.4401 ,293416,6009,59823,0.224364043,0.020479456,0.203884587,0,3.5,105,2636,0.092,80.383,3499405,5734069,"15,995,335",R,R,R,11.2
Wisconsin,50,2013,0.4446 ,289339,5834,59450,0.225631526,0.0201632,0.205468326,0,3.5,105,,0.09,80.383,3539937,5757204,"16,522,612",R,R,R,12.3
Wisconsin,50,2014,0.4397 ,286726,5887,58750,0.225431248,0.020531797,0.204899451,0,3.5,105,2618,0.074,80.383,3585838,5778371,"16,364,516",R,R,R,11.6
Wisconsin,50,2015,0.4410 ,282250,6420,59097,0.232124004,0.022745793,0.209378211,0,3.5,105,,0.058,80.383,3624584,5794088,"17,019,139",R,R,R,8.3
Wisconsin,50,2016,0.4498 ,278442,6412,56901,0.227383082,0.023028135,0.204354946,0,3.5,105,2673,0.052,80.383,3657864,5812379,"17,649,467",R,R,R,8.1
Wisconsin,50,2017,0.4467 ,279533,0,61451,0.21983451,0,0.21983451,0,3.5,105,,0.051,80.383,3679235,5836461,"18,138,414",R,R,R,8.3
Wisconsin,50,2018,0.4483 ,276894,0,60157,0.217256423,0,0.217256423,0,3.5,105,3283,0.055,80.383,3720737,5858766,"18,717,467",R,R,R,8.1
Wisconsin,50,2019,0.4391 ,274517,0,59035,0.215050434,0,0.215050434,0,3.5,105,,0.058,80.383,3719266,5880193,"19,871,532",D,R,R,8.1
Wyoming,51,2010,0.4230 ,36292,0,0,0,0,0,0,0.2,6,822,0.147,84.6621,385059,564405,"2,158,260",D,R,R,7.4
Wyoming,51,2011,0.4081 ,36368,4801,0,0.132011659,0.132011659,0,0,0.2,6,,0.154,84.6621,390303,566858,"2,271,704",R,R,R,7.2
Wyoming,51,2012,0.4166 ,35859,5009,0,0.139685992,0.139685992,0,0,0.2,6,845,0.161,84.6621,396704,575497,"2,304,628",R,R,R,6.7
Wyoming,51,2013,0.4183 ,35547,2739,0,0.077052916,0.077052916,0,0,0.2,6,,0.128,84.6621,400402,580930,"2,186,054",R,R,R,5.7
Wyoming,51,2014,0.4270 ,34316,1991,0,0.058019583,0.058019583,0,0,0.2,6,609,0.124,84.6621,406343,580949,"2,263,387",R,R,R,6.7
Wyoming,51,2015,0.4374 ,33693,0,949,0.028166088,0,0.028166088,0,0.2,6,,0.104,84.6621,406033,583645,"2,356,323",R,R,R,7.1
Wyoming,51,2016,0.4360 ,32802,0,997,0.030394488,0,0.030394488,0,0.2,6,509,0.11,84.6621,398130,581983,"1,913,607",R,R,R,6.3
Wyoming,51,2017,0.4326 ,32551,0,0,0,0,0,0,0.2,6,,0.123,84.6621,398940,576248,"1,649,550",R,R,R,6
Wyoming,51,2018,0.4555 ,32472,0,0,0,0,0,0,0.2,6,759,0.106,84.6621,404530,574801,"1,837,401",R,R,R,6.5
Wyoming,51,2019,0.4345 ,32120,0,0,0,0,0,0,0.2,6,,0.123,84.6621,408143,575341,"2,110,704",R,R,R,7.3
,,,,,8990622,,,,,,,,,,,,,,,,,
